title,abstract,keywords,authors,url,from_source
A Tool for Generating Controllable Variations of Musical Themes Using Variational Autoencoders with Latent Space Regularisation,"A common musical composition practice is to develop musical pieces using variations of musical themes. In this study, we present an interactive tool which can generate variations of musical themes in real-time using a variational autoencoder model. Our tool is controllable using semantically meaningful musical attributes via latent space regularisation technique to increase the explainability of the model. The tool is integrated into an industry standard digital audio workstation - Ableton Live - using the Max4Live device framework and can run locally on an average personal CPU rather than requiring a costly GPU cluster. In this way we demonstrate how cutting-edge AI research can be integrated into the exiting workflows of professional and practising musicians for use in the real-world beyond the research lab.","[""Controllable Music Generation"", ""Variational Autoencoder"", ""Latent Space Regularisation"", ""Human-machine Co-creation""]","[""Berker Banar"", ""Nick Bryan-Kinns"", ""Simon Colton""]",https://ojs.aaai.org/index.php/AAAI/article/view/27059/26831,AAAI
Invertible Conditional GAN Revisited: Photo-to-Manga Face Translation with Modern Architectures (Student Abstract),"Recent style translation methods have extended their transferability from texture to geometry. However, performing translation while preserving image content when there is a significant style difference is still an open problem. To overcome this problem, we propose Invertible Conditional Fast GAN (IcFGAN) based on GAN inversion and cFGAN. It allows for unpaired photo-to-manga face translation. Experimental results show that our method could translate styles under significant style gaps, while the state-of-the-art methods could hardly preserve image content.","[""GAN"", ""Manga"", ""GAN Inversion"", ""Image-to-Image Translation""]","[""Taro Hatakeyama"", ""Ryusuke Saito"", ""Komei Hiruta"", ""Atsushi Hashimoto"", ""Satoshi Kurihara""]",https://ojs.aaai.org/index.php/AAAI/article/view/26972/26744,AAAI
Provably Efficient Primal-Dual Reinforcement Learning for CMDPs with Non-stationary Objectives and Constraints,"We consider primal-dual-based reinforcement learning (RL) in episodic constrained Markov decision processes (CMDPs) with non-stationary objectives and constraints, which plays a central role in ensuring the safety of RL in time-varying environments. In this problem, the reward/utility functions and the state transition functions are both allowed to vary arbitrarily over time as long as their cumulative variations do not exceed certain known variation budgets. Designing safe RL algorithms in time-varying environments is particularly challenging because of the need to integrate the constraint violation reduction, safe exploration, and adaptation to the non-stationarity. To this end, we identify two alternative conditions on the time-varying constraints under which we can guarantee the safety in the long run. We also propose the Periodically Restarted Optimistic Primal-Dual Proximal Policy Optimization (PROPD-PPO) algorithm that can coordinate with both two conditions. Furthermore, a dynamic regret bound and a constraint violation bound are established for the proposed algorithm in both the linear kernel CMDP function approximation setting and the tabular CMDP setting under two alternative conditions. This paper provides the first provably efficient algorithm for non-stationary CMDPs with safe exploration.","[""ML: Reinforcement Learning Theory"", ""ML: Reinforcement Learning Algorithms""]","[""Yuhao Ding"", ""Javad Lavaei""]",https://ojs.aaai.org/index.php/AAAI/article/view/25900/25672,AAAI
Relational Program Synthesis with Numerical Reasoning,"Learning programs with numerical values is fundamental to many AI applications, including bio-informatics and drug design. However, current program synthesis approaches struggle to learn programs with numerical values.
An especially difficult problem is learning continuous values from multiple examples, such as intervals. To overcome this limitation, we introduce an inductive logic programming approach which combines relational learning with numerical reasoning. Our approach, which we call NumSynth, uses satisfiability modulo theories solvers to efficiently learn programs with numerical values. Our approach can identify numerical values in linear arithmetic fragments, such as real difference logic, and from infinite domains, such as real numbers or integers. Our experiments on four diverse domains, including game playing and program synthesis, show that our approach can (i) learn programs with numerical values from linear arithmetical reasoning, and (ii) outperform existing approaches in terms of predictive accuracies and learning times.","[""KRR: Logic Programming"", ""CSO: Constraint Programming"", ""ML: Relational Learning""]","[""C\u00e9line Hocquette"", ""Andrew Cropper""]",https://ojs.aaai.org/index.php/AAAI/article/view/25790/25562,AAAI
Constrained Market Share Maximization by Signal-Guided Optimization,"With the rapid development of the airline
industry, maximizing the market share with a
constrained budget is an urgent econometric problem for an airline. We investigate the problem by adjusting flight frequencies on different flight routes. Owing to the large search space of solutions and the difficulty of predicting the market, this problem is in general daunting to solve. This paper proposes a novel two-stage optimization method to address the challenges. On the higher level, we use a signal to guide the optimization process toward a constrained satisfying solution. On the lower level, we consider the consecutive itineraries in real scenarios and model the unseen correlations between routes in itineraries for market share prediction. In theory, we prove the convergence of our optimization approach. In the experiment, we empirically verify the superiority of both our prediction model and optimization approach over existing works with large-scale real-world data. Our code has been released at: https://github.com/codingAndBS/AirlineMarket.","[""DMKM: Applications"", ""APP: Economic/Financial""]","[""Bo Hui"", ""Yuchen Fang"", ""Tian Xia"", ""Sarp Aykent"", ""Wei-Shinn Ku""]",https://ojs.aaai.org/index.php/AAAI/article/view/25552/25324,AAAI
Stroke Extraction of Chinese Character Based on Deep Structure Deformable Image Registration,"Stroke extraction of Chinese characters plays an important role in the field of character recognition and generation. The most existing character stroke extraction methods focus on image morphological features. These methods usually lead to errors of cross strokes extraction and stroke matching due to rarely using stroke semantics and prior information. In this paper, we propose a deep learning-based character stroke extraction method that takes semantic features and prior information of strokes into consideration. This method consists of three parts: image registration-based stroke registration that establishes the rough registration of the reference strokes and the target as prior information; image semantic segmentation-based stroke segmentation that preliminarily separates target strokes into seven categories; and high-precision extraction of single strokes. In the stroke registration, we propose a structure deformable image registration network to achieve structure-deformable transformation while maintaining the stable morphology of single strokes for character images with complex structures. In order to verify the effectiveness of the method, we construct two datasets respectively for calligraphy characters and regular handwriting characters. The experimental results show that our method strongly outperforms the baselines. Code is available at https://github.com/MengLi-l1/StrokeExtraction.","[""CV: Other Foundations of Computer Vision"", ""CV: Applications"", ""CV: Biometrics"", ""Face"", ""Gesture & Pose"", ""CV: Computational Photography"", ""Image & Video Synthesis"", ""CV: Medical and Biological Imaging"", ""CV: Object Detection & Categorization""]","[""Meng Li"", ""Yahan Yu"", ""Yi Yang"", ""Guanghao Ren"", ""Jian Wang""]",https://ojs.aaai.org/index.php/AAAI/article/view/25220/24992,AAAI
Inverse-Reference Priors for Fisher Regularization of Bayesian Neural Networks,"Recent studies have shown that the generalization ability of deep neural networks (DNNs) is closely related to the Fisher information matrix (FIM) calculated during the early training phase. Several methods have been proposed to regularize the FIM for increased generalization of DNNs. However, they cannot be used directly for Bayesian neural networks (BNNs) because the variable parameters of BNNs make it difficult to calculate the FIM. To address this problem, we achieve regularization of the FIM of BNNs by specifying a new suitable prior distribution called the inverse-reference (IR) prior. To regularize the FIM, the IR prior is derived as the inverse of the reference prior that imposes minimal prior knowledge on the parameters and maximizes the trace of the FIM. We demonstrate that the IR prior can enhance the generalization ability of BNNs for large-scale data over previously used priors while providing adequate uncertainty quantifications using various benchmark image datasets and BNN structures.","[""ML: Bayesian Learning""]","[""Keunseo Kim"", ""Eun-Yeol Ma"", ""Jeongman Choi"", ""Heeyoung Kim""]",https://ojs.aaai.org/index.php/AAAI/article/view/25997/25769,AAAI
Low Resource Quantitative Information Extraction via Structure Searching and Prefix-Based Text Generation,"Quantitative information plays an important part in the financial and data analysis areas. Prior work relied on pattern-matching methods and complex hand-crafted rules to extract quantitative information due to the lack of labeled data. Such methods can be unstable and difficult to scale to the open domain. In this paper, we study quantitative information extraction in the low-resource setting. We propose a search-based approach by searching from the syntactic structures to acquire basic training data. The search process is simple yet effective. Then, a prefix-based text-to-text generation method is employed to extract the quantitative information. The prefix design can fully leverage pre-trained language models for text generation to serve the information extraction purpose. Experimental results show that our approaches achieves high performance with a limited amount of labeled data. The extraction result could further boost the performance of other tasks such as quantitative reasoning.","[""SNLP: Information Extraction"", ""SNLP: Generation""]","[""Tongliang Li"", ""Zixiang Wang"", ""Zhoujun Li""]",https://ojs.aaai.org/index.php/AAAI/article/view/26540/26312,AAAI
Accurate Detection of Weld Seams for Laser Welding in Real-World Manufacturing,"Welding is a fabrication process used to join or fuse two mechanical parts. Modern welding machines have automated lasers that follow a pre-defined weld seam path between the two parts to create a bond. Previous efforts have used simple computer vision edge detectors to automatically detect the weld seam edge on an image at the junction of two metals to be welded. However, these systems lack reliability and accuracy resulting in manual human verification of the detected edges. This paper presents a neural network architecture that automatically detects the weld seam edge between two metals with high accuracy. We augment this system with a pre-classifier that filters out anomalous workpieces (e.g., incorrect placement). Finally, we justify our design choices by evaluating against several existing deep network pipelines as well as proof through real-world use. We also describe in detail the process of deploying this system in a real-world shop floor including evaluation and monitoring. We make public a large, well-labeled laser seam dataset to perform deep learning-based edge detection in industrial settings.","[""Machine Learning"", ""Manufacturing"", ""Laser Welding"", ""Computer Vision"", ""Edge Detection"", ""Classification""]","[""Rabia Ali"", ""Muhammad Sarmad"", ""Jawad Tayyub"", ""Alexander Vogel""]",https://ojs.aaai.org/index.php/AAAI/article/view/26834/26606,AAAI
Lightweight Transformer for Multi-Modal Object Detection (Student Abstract),"It has become a common practice for many perceptual systems to integrate information from multiple sensors to improve the accuracy of object detection. For example, autonomous vehicles use visible light, and infrared (IR) information to ensure that the car can cope with complex weather conditions. However, the accuracy of the algorithm is usually a trade-off between the computational complexity and memory consumption. In this study, we evaluate the performance and complexity of different fusion operators in multi-modal object detection tasks. On top of that, a Poolformer-based fusion operator (PoolFuser) is proposed to enhance the accuracy of detecting targets without compromising the efficiency of the detection framework.","[""Transformer"", ""Computer Vision"", ""Multi-modal Fusion"", ""Objection Detection""]","[""Yue Cao"", ""Yanshuo Fan"", ""Junchi Bin"", ""Zheng Liu""]",https://ojs.aaai.org/index.php/AAAI/article/view/26946/26718,AAAI
AI Model Factory: Scaling AI for Industry 4.0 Applications,"This demo paper discusses a scalable platform for emerging Data-Driven AI Applications targeted toward predictive maintenance solutions. We propose a common AI software architecture stack for building diverse AI Applications such as Anomaly Detection, Failure Pattern Analysis, Asset Health Forecasting, etc. for more than a 100K industrial assets of similar class. As a part of the AI system demonstration, we have identified the following three key topics for discussion: Scaling model training across multiple assets, Joint execution of multiple AI applications; and Bridge the gap between current open source software tools and the emerging need for AI Applications. To demonstrate the benefits, AI Model Factory has been tested to build the models for various industrial assets such as Wind turbines, Oil wells, etc. The system is deployed on API Hub for demonstration.","[""AI Model"", ""Automation"", ""Multi-Asset"", ""AI Application"", ""IoT Industry""]","[""Dhaval Patel"", ""Shuxin Lin"", ""Dhruv Shah"", ""Srideepika Jayaraman"", ""Joern Ploennigs"", ""Anuradha Bhamidipati"", ""Jayant Kalagnanam""]",https://ojs.aaai.org/index.php/AAAI/article/view/27081/26853,AAAI
Learning Markov Random Fields for Combinatorial Structures via Sampling through LovÃ¡sz Local Lemma,"Learning to generate complex combinatorial structures satisfying constraints will have transformative impacts in many application domains. However, it is beyond the capabilities of existing approaches due to the highly intractable nature of the embedded probabilistic inference. Prior works spend most of the training time learning to separate valid from invalid structures but do not learn the inductive biases of valid structures. We develop NEural Lovasz Sampler (NELSON), which embeds the sampler through Lovasz Local Lemma (LLL) as a fully differentiable neural network layer. Our NELSON-CD embeds this sampler into the contrastive divergence learning process of Markov random fields. NELSON allows us to obtain valid samples from the current model distribution. Contrastive divergence is then applied to separate these samples from those in the training set. NELSON is implemented as a fully differentiable neural net, taking advantage of the parallelism of GPUs. Experimental results on several real-world domains reveal that NELSON learns to generate 100% valid structures, while baselines either time out or cannot ensure validity. NELSON also outperforms other approaches in running time, log-likelihood, and MAP scores.","[""CSO: Constraint Satisfaction""]","[""Nan Jiang"", ""Yi Gu"", ""Yexiang Xue""]",https://ojs.aaai.org/index.php/AAAI/article/view/25516/25288,AAAI
Inconsistent Cores for ASP: The Perks and Perils of Non-monotonicity,"Answer Set Programming (ASP) is a prominent modeling and solving framework. An inconsistent core (IC) of an ASP program is an inconsistent subset of rules. In the case of inconsistent programs, a smallest or subset-minimal IC contains crucial rules for the inconsistency. In this work, we study fnding minimal ICs of ASP programs and key fragments from a complexity-theoretic perspective. Interestingly, due to ASPâ€™s non-monotonic behavior, also consistent programs admit ICs. It turns out that there is an entire landscape of problems involving ICs with a diverse range of complexities up to the fourth level of the Polynomial Hierarchy. Deciding the existence of an IC is, already for tight programs, on the second level of the Polynomial Hierarchy. Furthermore, we give encodings for IC-related problems on the fragment of tight programs and illustrate feasibility on small instance sets.","[""KRR: Computational Complexity of Reasoning"", ""CSO: Constraint Optimization"", ""KRR: Logic Programming"", ""KRR: Nonmonotonic Reasoning"", ""KRR: Other Foundations of Knowledge Representation & Reasoning""]","[""Johannes K. Fichte"", ""Markus Hecher"", ""Stefan Szeider""]",https://ojs.aaai.org/index.php/AAAI/article/view/25783/25555,AAAI
Leveraging Sub-class Discimination for Compositional Zero-Shot Learning,"Compositional Zero-Shot Learning (CZSL) aims at identifying unseen compositions composed of previously seen attributes and objects during the test phase. In real images, the visual appearances of attributes and objects (primitive concepts) generally interact with each other. Namely, the visual appearances of an attribute may change when composed with different objects, and vice versa. But previous works overlook this important property. In this paper, we introduce a simple yet effective approach with leveraging sub-class discrimination. Specifically, we define the primitive concepts in different compositions as sub-classes, and then maintain the sub-class discrimination to address the above challenge. More specifically, inspired by the observation that the composed recognition models could account for the differences across sub-classes, we first propose to impose the embedding alignment between the composed and disentangled recognition to incorporate sub-class discrimination at the feature level. Then we develop the prototype modulator networks to adjust the class prototypes w.r.t. the composition information, which can enhance sub-class discrimination at the classifier level. We conduct extensive experiments on the challenging benchmark datasets, and the considerable performance improvement over state-of-the-art approaches is achieved, which indicates the effectiveness of our method. Our code is available at https://github.com/hxm97/SCD-CZSL.","[""CV: Object Detection & Categorization"", ""CV: Applications"", ""ML: Transfer"", ""Domain Adaptation"", ""Multi-Task Learning""]","[""Xiaoming Hu"", ""Zilei Wang""]",https://ojs.aaai.org/index.php/AAAI/article/view/25168/24940,AAAI
Evaluating Robustness of Vision Transformers on Imbalanced Datasets (Student Abstract),"Data in the real world is commonly imbalanced across classes. Training neural networks on imbalanced datasets often leads to poor performance on rare classes. Existing work in this area has primarily focused on Convolution Neural Networks (CNN), which are increasingly being replaced by Self-Attention-based Vision Transformers (ViT). Fundamentally, ViTs differ from CNNs in that they offer the flexibility in learning the appropriate inductive bias conducive to improving performance. This work is among the first to evaluate the performance of ViTs under class imbalance. We find that accuracy degradation in the presence of class imbalance is much more prominent in ViTs compared to CNNs. This degradation can be partially mitigated through loss reweighting - a popular strategy that increases the loss contributed by rare classes. We investigate the impact of loss reweighting on different components of a ViT, namely, the patch embedding, self-attention backbone, and linear classifier. Our ongoing investigations reveal that loss reweighting impacts mostly the linear classifier and self-attention backbone while having a small and negligible effect on the embedding layer.","[""Long-tailed Class Distribution/imbalanced Class Dataset"", ""Vision Transformer"", ""Loss-reweighting""]","[""Kevin Li"", ""Rahul Duggal"", ""Duen Horng Chau""]",https://ojs.aaai.org/index.php/AAAI/article/view/26986/26758,AAAI
Causal Inference with Conditional Instruments Using Deep Generative Models,"The instrumental variable (IV) approach is a widely used way to estimate the causal effects of a treatment on an outcome of interest from observational data with latent confounders. A standard IV is expected to be related to the treatment variable and independent of all other variables in the system. However, it is challenging to search for a standard IV from data directly due to the strict conditions. The conditional IV (CIV) method has been proposed to allow a variable to be an instrument conditioning on a set of variables, allowing a wider choice of possible IVs and enabling broader practical applications of the IV approach. Nevertheless, there is not a data-driven method to discover a CIV and its conditioning set directly from data. To fill this gap, in this paper, we propose to learn the representations of the information of a CIV and its conditioning set from data with latent confounders for average causal effect estimation. By taking advantage of deep generative models, we develop a novel data-driven approach for simultaneously learning the representation of a CIV from measured variables and generating the representation of its conditioning set given measured variables. Extensive experiments on synthetic and real-world datasets show that our method outperforms the existing IV methods.","[""ML: Deep Generative Models & Autoencoders"", ""ML: Causal Learning"", ""RU: Causality""]","[""Debo Cheng"", ""Ziqi Xu"", ""Jiuyong Li"", ""Lin Liu"", ""Jixue Liu"", ""Thuc Duy Le""]",https://ojs.aaai.org/index.php/AAAI/article/view/25869/25641,AAAI
Rehabilitating Homeless: Dataset and Key Insights,"This paper presents a large anonymized dataset of homelessness alongside insights into the data-driven rehabilitation of homeless people. The dataset was gathered by a large non-profit organization working on rehabilitating the homeless for twenty years. This is the first dataset that we know of that contains rich information on thousands of homeless individuals seeking rehabilitation. We show how data analysis can help to make the rehabilitation of homeless people more effective and successful. Thus, we hope this paper alerts the data science community to the problem of homelessness.","[""General""]","[""Anna Bykova"", ""Nikolay Filippov"", ""Ivan P. Yamshchikov""]",https://ojs.aaai.org/index.php/AAAI/article/view/26654/26426,AAAI
Overcoming Forgetting in Fine-Grained Urban Flow Inference via Adaptive Knowledge Replay,"Fine-grained urban flow inference (FUFI) problem aims at inferring the high-resolution flow maps from the coarse-grained ones, which plays an important role in sustainable and economic urban computing and traffic management. Previous models addressed the FUFI problem from spatial constraint, external factors, and memory cost. However, utilizing the new urban flow maps to calibrate the learned model is very challenging due to the ""catastrophic forgetting"" problem and is still under-explored. In this paper, we make the first step in FUFI and present CUFAR -- Continual Urban Flow inference with Adaptive knowledge Replay -- a novel framework for inferring the fine-grained citywide traffic flows. Specifically, (1) we design a spatial-temporal inference network that can extract better flow map features from both local and global levels; (2) then we present an adaptive knowledge replay (AKR) training algorithm to selectively replay the learned knowledge to facilitate the learning process of the model on new knowledge without forgetting. In addition, we also propose a knowledge discriminator to avoid ""negative replaying"" issue introduced by noisy urban flow maps. Extensive experiments on four large-scale real-world FUFI datasets demonstrate that our proposed model consistently outperforms strong baselines and effectively mitigates the forgetting problem. Source code is available at: https://github.com/PattonYu/CUFAR.","[""APP: Internet of Things"", ""Sensor Networks & Smart Cities"", ""DMKM: Mining of Spatial"", ""Temporal or Spatio-Temporal Data"", ""APP: Transportation""]","[""Haoyang Yu"", ""Xovee Xu"", ""Ting Zhong"", ""Fan Zhou""]",https://ojs.aaai.org/index.php/AAAI/article/view/25671/25443,AAAI
Diffuser: Efficient Transformers with Multi-Hop Attention Diffusion for Long Sequences,"Efficient Transformers have been developed for long sequence modeling, due to their subquadratic memory and time complexity. Sparse Transformer is a popular approach to improving the efficiency of Transformers by restricting self-attention to locations specified by the predefined sparse patterns. However, leveraging sparsity may sacrifice expressiveness compared to full-attention, when important token correlations are multiple hops away. To combine advantages of both the efficiency of sparse transformer and the expressiveness of full-attention Transformer, we propose Diffuser, a new state-of-the-art efficient Transformer. Diffuser incorporates all token interactions within one attention layer while maintaining low computation and memory costs. The key idea is to expand the receptive field of sparse attention using Attention Diffusion, which computes multi-hop token correlations based on all paths between corresponding disconnected tokens, besides attention among neighboring tokens. Theoretically, we show the expressiveness of Diffuser as a universal sequence approximator for sequence-to-sequence modeling, and investigate its ability to approximate full-attention by analyzing the graph expander property from the spectral perspective. Experimentally, we investigate the effectiveness of Diffuser with extensive evaluations, including language modeling, image modeling, and Long Range Arena (LRA).  Evaluation results show that Diffuser achieves improvements by an average of 0.94% on text classification tasks and 2.30% on LRA, with 1.67x memory savings compared to state-of-the-art benchmarks, which demonstrates superior performance of Diffuser in both expressiveness and efficiency aspects.","[""SNLP: Language Models"", ""ML: Classification and Regression"", ""ML: Deep Neural Network Algorithms"", ""ML: Graph-based Machine Learning"", ""SNLP: Question Answering"", ""SNLP: Text Classification""]","[""Aosong Feng"", ""Irene Li"", ""Yuang Jiang"", ""Rex Ying""]",https://ojs.aaai.org/index.php/AAAI/article/view/26502/26274,AAAI
Multi-View Domain Adaptive Object Detection on Camera Networks,"In this paper, we study a new domain adaptation setting on camera networks, namely Multi-View Domain Adaptive Object Detection (MVDA-OD), in which labeled source data is unavailable in the target adaptation process and target data is captured from multiple overlapping cameras. In such a challenging context, existing methods including adversarial training and self-training fall short due to multi-domain data shift and the lack of source data. To tackle this problem, we propose a novel training framework consisting of two stages. First, we pre-train the backbone using self-supervised learning, in which a multi-view association is developed to construct an effective pretext task. Second, we fine-tune the detection head using robust self-training, where a tracking-based single-view augmentation is introduced to achieve weak-hard consistency learning. By doing so, an object detection model can take advantage of informative samples generated by multi-view association and single-view augmentation to learn discriminative backbones as well as robust detection classifiers. Experiments on two real-world multi-camera datasets demonstrate significant advantages of our approach over the state-of-the-art domain adaptive object detection methods.","[""ML: Transfer"", ""Domain Adaptation"", ""Multi-Task Learning"", ""CV: Applications"", ""CV: Object Detection & Categorization"", ""ML: Unsupervised & Self-Supervised Learning""]","[""Yan Lu"", ""Zhun Zhong"", ""Yuanchao Shu""]",https://ojs.aaai.org/index.php/AAAI/article/view/26077/25849,AAAI
LaCAM: Search-Based Algorithm for Quick Multi-Agent Pathfinding,"We propose a novel complete algorithm for multi-agent pathfinding (MAPF) called lazy constraints addition search for MAPF (LaCAM). MAPF is a problem of finding collision-free paths for multiple agents on graphs and is the foundation of multi-robot coordination. LaCAM uses a two-level search to find solutions quickly, even with hundreds of agents or more. At the low-level, it searches constraints about agents' locations. At the high-level, it searches a sequence of all agents' locations, following the constraints specified by the low-level. Our exhaustive experiments reveal that LaCAM is comparable to or outperforms state-of-the-art sub-optimal MAPF algorithms in a variety of scenarios, regarding success rate, planning time, and solution quality of sum-of-costs.","[""MAS: Multiagent Planning"", ""ROB: Motion and Path Planning"", ""ROB: Multi-Robot Systems"", ""PRS: Deterministic Planning"", ""SO: Heuristic Search""]","[""Keisuke Okumura""]",https://ojs.aaai.org/index.php/AAAI/article/view/26377/26149,AAAI
From Understanding the Population Dynamics of the NSGA-II to the First Proven Lower Bounds,"Due to the more complicated population dynamics of the NSGA-II, none of the existing runtime guarantees for this algorithm is accompanied by a non-trivial lower bound. Via a first mathematical understanding of the population dynamics of the NSGA-II, that is, by estimating the expected number of individuals having a certain objective value, we prove that the NSGA-II with suitable population size needs Omega(Nn log n) function evaluations to find the Pareto front of the OneMinMax problem and Omega(Nn^k)  evaluations on the OneJumpZeroJump problem with jump size k. These bounds are asymptotically tight (that is, they match previously shown upper bounds) and show that the NSGA-II here does not even in terms of the parallel runtime (number of iterations) profit from larger population sizes. For the OneJumpZeroJump problem and when the same sorting is used for the computation of the crowding distance contributions of the two objectives, we even obtain a runtime estimate that is tight including the leading constant.","[""SO: Evolutionary Computation"", ""SO: Heuristic Search""]","[""Benjamin Doerr"", ""Zhongdi Qu""]",https://ojs.aaai.org/index.php/AAAI/article/view/26462/26234,AAAI
An Improved Algorithm for Online Min-Sum Set Cover,"We study a fundamental model of online preference aggregation, where an algorithm maintains an ordered list of n elements. An input is a stream of preferred sets R_1, R_2, ..., R_t, ... Upon seeing R_t and without knowledge of any future sets, an algorithm has to rerank elements (change the list ordering), so that at least one element of R_t is found near the list front. The incurred cost is a sum of the list update costs (the number of swaps of neighboring list elements) and access cost (the position of the first element of R_t on the list). This scenario occurs naturally in applications such as ordering items in an online shop using aggregated preferences of shop customers. The theoretical underpinning of this problem is known as Min-Sum Set Cover.

Unlike previous work that mostly studied the performance of an online algorithm ALG in comparison to the static optimal solution (a single optimal list ordering), in this paper, we study an arguably harder variant where the benchmark is the provably stronger optimal dynamic solution OPT (that may also modify the list ordering). In terms of an online shop, this means that the aggregated preferences of its user base evolve with time. We construct a computationally efficient randomized algorithm whose competitive ratio (ALG-to-OPT cost ratio) is O(r^2) and prove the existence of a deterministic O(r^4)-competitive algorithm. Here, r is the maximum cardinality of sets R_t. This is the first algorithm whose ratio does not depend on n: the previously best algorithm for this problem was O(r^(3/2) * n^(1/2))-competitive and Î©(r) is a lower bound on the performance of any deterministic online algorithm.","[""ML: Learning Preferences or Rankings"", ""ML: Online Learning & Bandits"", ""RU: Other Foundations of Reasoning Under Uncertainty""]","[""Marcin Bienkowski"", ""Marcin Mucha""]",https://ojs.aaai.org/index.php/AAAI/article/view/25835/25607,AAAI
Model Selection of Graph Signage Models Using Maximum Likelihood (Student Abstract),"Complex systems across various domains can be naturally modeled as signed networks with positive and negative edges. In this work, we design a new class of signage models and show how to select the model parameters that best fit real-world datasets using maximum likelihood.","[""Signed Networks"", ""Gene Regulatory Networks"", ""Maximum-likelihood"", ""Markov Chains"", ""Model Fitting""]","[""Angelina Brilliantova"", ""Ivona Bez\u00e1kov\u00e1""]",https://ojs.aaai.org/index.php/AAAI/article/view/26944/26716,AAAI
Latent Space Evolution under Incremental Learning with Concept Drift (Student Abstract),"This work investigates the evolution of latent space when deep learning models are trained incrementally in non-stationary environments that stem from concept drift. We propose a methodology for visualizing the incurred change in latent representations. We further show that classes not targeted by concept drift can be negatively affected, suggesting that the observation of all classes during learning may regularize the latent space.","[""Computer Vision"", ""Incremental Learning"", ""Concept Drift"", ""Catastrophic Interference""]","[""Charles Bourbeau"", ""Audrey Durand""]",https://ojs.aaai.org/index.php/AAAI/article/view/26943/26715,AAAI
Daycare Matching in Japan: Transfers and Siblings,"In this paper, we study a daycare matching problem in Japan and report the design and implementation of a new centralized algorithm, which is going to be deployed in one municipality in the Tokyo metropolis. There are two features that make this market different from the classical hospital-doctor matching problem: i) some children are initially enrolled and prefer to be transferred to other daycare centers; ii) one family may be associated with two or more children and is allowed to submit preferences over combinations of daycare centers. We revisit some well-studied properties including individual rationality, non-wastefulness, as well as stability, and generalize them to this new setting. We design an algorithm based on integer programming (IP) that captures these properties and conduct experiments on five real-life data sets provided by three municipalities. Experimental results show that i) our algorithm performs at least as well as currently used methods in terms of numbers of matched children and blocking coalition; ii) we can find a stable outcome for all instances, although the existence of such an outcome is not guaranteed in theory.","[""General""]","[""Zhaohong Sun"", ""Yoshihiro Takenami"", ""Daisuke Moriwaki"", ""Yoji Tomita"", ""Makoto Yokoo""]",https://ojs.aaai.org/index.php/AAAI/article/view/26694/26466,AAAI
On the Vulnerability of Backdoor Defenses for Federated Learning,"Federated learning (FL) is a popular distributed machine learning paradigm which enables jointly training a global model without sharing clients' data. However, its repetitive server-client communication gives room for possible backdoor attacks which aims to mislead the global model into a targeted misprediction when a specific trigger pattern is presented. In response to such backdoor threats on federated learning, various defense measures have been proposed. In this paper, we study whether the current defense mechanisms truly neutralize the backdoor threats from federated learning in a practical setting by proposing a new federated backdoor attack framework for possible countermeasures. Different from traditional training (on triggered data) and rescaling (the malicious client model) based backdoor injection, the proposed backdoor attack framework (1) directly modifies (a small proportion of) local model weights to inject the backdoor trigger via sign flips; (2) jointly optimize the trigger pattern with the client model,  thus is more persistent and stealthy for circumventing existing defenses. In a case study, we examine the strength and weaknesses of several recent federated backdoor defenses from three major categories and provide suggestions to the practitioners when training federated models in practice.","[""PEAI: Safety"", ""Robustness & Trustworthiness"", ""ML: Adversarial Learning & Robustness""]","[""Pei Fang"", ""Jinghui Chen""]",https://ojs.aaai.org/index.php/AAAI/article/view/26393/26165,AAAI
A Provable Framework of Learning Graph Embeddings via Summarization,"Given a large graph, can we learn its node embeddings from a smaller summary graph? What is the relationship between embeddings learned from original graphs and their summary graphs? Graph representation learning plays an important role in many graph mining applications, but learning em-beddings of large-scale graphs remains a challenge. Recent works try to alleviate it via graph summarization, which typ-ically includes the three steps: reducing the graph size by combining nodes and edges into supernodes and superedges,learning the supernode embedding on the summary graph and then restoring the embeddings of the original nodes. How-ever, the justification behind those steps is still unknown.
In this work, we propose GELSUMM, a well-formulated graph embedding learning framework based on graph sum-marization, in which we show the theoretical ground of learn-ing from summary graphs and the restoration with the three well-known graph embedding approaches in a closed form.Through extensive experiments on real-world datasets, we demonstrate that our methods can learn graph embeddings with matching or better performance on downstream tasks.This work provides theoretical analysis for learning node em-beddings via summarization and helps explain and under-stand the mechanism of the existing works.","[""DMKM: Graph Mining"", ""Social Network Analysis & Community Mining"", ""DMKM: Data Visualization & Summarization"", ""ML: Graph-based Machine Learning"", ""ML: Representation Learning""]","[""Houquan Zhou"", ""Shenghua Liu"", ""Danai Koutra"", ""Huawei Shen"", ""Xueqi Cheng""]",https://ojs.aaai.org/index.php/AAAI/article/view/25621/25393,AAAI
